,news_title,news_dates,news_details
603,Google reportedly showed interest in Oculus; Zuck calls its tech superior,"Mar. 26, 2014, 1:10 PM","

Google (GOOG -0.4%) appears to have ""seriously sniffed around"" Oculus VR before Facebook (FB -3.8%) closed a deal to buy the VR headset maker, Kara Swisher reports. Meanwhile, The Verge reports ""several big companies"" had made overtures to Oculus (no names are given), and that the startup's VC investors ""offered the company more money to go it alone.""
Over time, Oculus' Rift headset, which Facebook hopes will be used for many non-gaming applications, could compete against Google Glass. For now, they address different markets: Rift is much heavier/bulkier than Glass, but also provides an immersive VR/3D gaming experience.
During a CC, Mark Zuckerberg asserted the Rift is ""way ahead"" of rival products such as Sony's (SNE -0.4%) Morpheus (due in 2015), and that Oculus' talent is unmatched. Oculus CEO Brendan Iribe argues Facebook's resources will help make the Rift cheaper (the dev. kit currently goes for $350).

Stacy Higginbotham remains an Oculus skeptic: While calling a demo she tried out ""immersive and neat,"" she adds it was ""nothing like real life."" Brad Stone thinks ""there's nothing social"" about headsets that ""[blot] out absolutely everything around you.""

Jim Edwards, defending the deal, calls the Rift the kind of product for which words can't describe ""how incredible the experience of wearing one is."" VC Chris Dixon, who backed Oculus, makes a similar case.
Some game developers are unhappy about the deal. As are some of the Kickstarter backers who poured $2.4M into Oculus, and only have t-shirts and dev. kits to show for it. Facebook has joined several other Internet momentum stocks in selling off in the wake of King's disappointing IPO.
Previous: Facebook buying Oculus, more details

 "
604,China leads global box office gains,"Mar. 26, 2014, 7:07 AM","
 Global box office sales rose 4% in 2013 to $35.9B. China accounted for a good portion of the gain with sales rising 27% to $3.6B. Box office growth in the U.S. was more tepid at 1%. Movie studios (DIS, LGF, SNE, VIAB, TWX, FOXA, VIA, CMCSA) increasingly relied on tentpole releases in the U.S. as the number of titles topping the $100M mark domestically went up to 35 from 31. Related stocks: AMC, CKEC, CNK, RGC, MCS, RDI, AMC, IMAX, DCIN.  "
605,Ripple effect from potential Comcast-Apple streaming TV partnership,"Mar. 24, 2014, 8:28 AM","
 Shares of Comcast (NASDAQ:CMCSA) move higher in early trading after a report breaks on advanced talks the company is having with Apple on a streaming TV service. Speculation on a Comcast-Apple partnership for an over-the-top video service has been blowing in the wind for quite a while with Apple needing a managed service to deliver an online TV product. Analysts think if deal talks stall, it will be over which companies retains the most control over the customer relationship with the new service.
Sony (NYSE:SNE) is the company which has made the boldest move toward an online TV service and will be watching the Apple-Comcast flirtation closely. The development could also have some bearing on TV networks (CBS, DIS, AMCX, TWX, FOXA, VIAB, DISCA, MSG, SNI, CRWN) which could benefit if Apple comes knocking on their doors for rights to popular channels.
CMCSA +1.1% premarket  "
606,PS4 to remain supply-constrained into summer,"Mar. 21, 2014, 5:53 PM","

""We’re struggling to keep up with demand ... as we get into the early summer months, we’ll be closer to a full supply situation,"" says PlayStation (NYSE:SNE) division chief Andrew House.
PS4 sales topped 6M in early March, putting them well ahead of Sony's original target of 5M sales by the end of March. All signs suggest the console is handily outselling the Xbox One, aided by a $100 price difference, a stronger gaming focus, and (for now) broader availability.
PS4 CPU/GPU supplier AMD, estimated by IHS to receive $110 per console shipment, would doubtlessly like to see supply constraints come to an end. At the same time, it can't be complaining about demand.
 "
607,Analysis: Sony's TV series for the PlayStation a strategic fit,"Mar. 20, 2014, 10:41 AM","

Media analysts see a strategic advantage for Sony (SNE +2%) as it follows Microsoft in providing unique content through its gaming console.
Sony will retain international rights to the original series, The Powers, and will be able to sell it to distributors.
Sony Picture Television which will create the series also supplies original content for Netflix.
 "
608,Original TV shows coming to Sony's PlayStation,"Mar. 20, 2014, 7:33 AM","
 Sony (NYSE:SNE) plans to develop TV shows to be watched on the PlayStation. The supernatural drama series The Powers will be the first exclusive content developed in-house at Sony for the Playstation. The initiative is separate from a plan by the company to offer an online TV service to consumers.  "
609,Is Sony back? Struggling giant unveils virtual reality headset,"Mar. 19, 2014, 3:24 AM","
 Sony (NYSE:SNE) has unveiled a prototype virtual reality headset for the Playstation 4 that would immerse players in the games they are playing. The device, known as ""Project Morpheus,"" would project an image to the user that would shift by tracking the movement of his or her head. It would also contain stereoscopic sound. Sony plans to make the headset available to developers soon, but it otherwise didn't provide a release data nor price details. The PlayStation has been a winner for Sony, selling over 6M units so far, but other divisions have been struggling. Could the headset help restore the company to its former glory?  "
610,Jobs cuts at Sony's entertainment division,"Mar. 18, 2014, 7:22 AM","
Sony (NYSE:SNE) reportedly has begun cutting jobs within its entertainment division.The job losses are piling up at TV and film studios as part of a broad plan by the company to shed $250M in annual expenses.Still in the background, Daniel Loeb has been pushing Sony to spin off its TV and film operations. "
611,"Videogame software slides again in February, despite new consoles","Mar. 14, 2014, 11:43 AM","
 Retail sales of videogame software dropped 11% to $328M last month, according to a release late yesterday from research firm NPD, despite a 42% rise in console gaming hardware with the introduction of Microsoft’s (NASDAQ:MSFT) Xbox One and Sony’s (NYSE:SNE) PlayStation 4. An NPD analyst echoed a theory among videogame executives and analysts that sales of software for the new hardware is not enough yet to offset sales of the older-hardware titles.
Market analysts don’t expect the console games industry to grow significantly over the next several years, and so far the sales data appears to be following that trend; but the sales cycle is still early, executives say, considering that Xbox One and PlayStation 4 were only recently released.  "
612,Report: China to support growth of movie theaters,"Mar. 12, 2014, 9:34 AM","
 The Chinese government is considering giving tax breaks to real estate firms which put movie theaters in shopping centers, according to The Hollywood Reporter. There are close to 40 Chinese exhibitors that could benefit from the initiative - including AMC Entertainment (NYSE:AMC) owner Wanda. Lower development costs could also benefit IMAX (NYSE:IMAX) which is in growth mode in China. What to watch: A booming Chinese movie industry will please Hollywood movie studios (TWX, FOXA, SNE, CMCSA, LGF, VIAB) which have been increasingly gearing their strategy around China's box office.  "
613,"Microsoft pins hopes on ""Titanfall"" to power Xbox One sales","Mar. 11, 2014, 4:34 AM","
 Microsoft (NASDAQ:MSFT) is carrying out a massive launch of hotly anticipated computer game ""Titanfall"" today, with the company hoping that the sci-fi combat title will boost sales of the Xbox One, which appears to be lagging behind Sony's (NYSE:SNE) PlayStation 4. The strategy is one that worked with ""Halo,"" a  sci-fi shooter game that was launched in 2001 and became a blockbuster that fueled sales of the Xbox. Titanfall was developed by Respawn Entertainment and is being published by Electronic Arts (NASDAQ:EA).  "
614,Comcast lands House of Cards,"Mar. 10, 2014, 9:31 AM","
 Comcast (NASDAQ:CMCSA) can air the first season of House of Cards to its customers through the terms of a new distribution deal. No Netflix subscription will be required. A division of Sony (NYSE:SNE) handles the global and homevideo distribution of the property, but the arrangement will add to Netflix's coffers and help build out the audience for future seasons.  "
615,Sony selling Tokyo buildings for $156M,"Mar. 7, 2014, 9:10 AM","


The sale covers Sony's (NYSE:SNE) former Tokyo HQ, as well as a nearby building. It comes as the electronics/media giant gets set to cut 5K jobs worldwide and unload/spin off its PC and TV ops.
Sony sold its U.S. HQ (550 Madison Ave.) for $1.1B last year.
 "
616,Sony's U.S. PlayStation chief leaving,"Mar. 6, 2014, 5:50 PM","

Strange timing: With PlayStation 4 sales both handily outpacing Xbox One sales in the U.S. and exceeding Sony's (NYSE:SNE) global sales targets, the company and U.S. PlayStation division chief Jack Tretton have mutually agreed ""not to renew their contractual relationship.""
Shawn Layden, the COO of Sony's international digital entertainment unit, will be taking over Tretton's job. Tretton had been with the U.S. PlayStation division since its 1995 inception.
 "
617,Sony tops 6M mark for PlayStation 4 sales,"Mar. 4, 2014, 7:02 AM","
 Sony (NYSE:SNE) says it has sold 6M PlayStation 4 consoles after accounting for recent sales in Japan where the products debuted late last month. In an early forecast, the company said it expected to sell 5M PS4s by the end of March. Gamers seem to be taking advantage of the console's new features. Sony reports more than 3.6M gameplay broadcasts have been streamed using the Twitch and Ustream features of the PS4.  "
618,Sony to close retail stores in U.S.,"Feb. 26, 2014, 2:16 PM","
 Sony (SNE +0.5%) plans to close 20 retail stores in the U.S. and eliminate a thousand associated jobs. The jobs cuts are part of a previously-announced plan to reduce the company's global workforce by 5K.  "
619,"Sony roundup: Japanese PS4 sales, Xperia Z2, entertainment ops","Feb. 25, 2014, 6:24 PM","

Sony (SNE -0.7%) sold 322K PS4 units in Japan during the console's opening weekend in the country. That's nearly 4x the 88K PS3 units Sony sold in 2006 during its Japanese opening weekend.
Sony has already announced it sold 5.3M PS4 units worldwide as of Feb. 8 (exceeding forecasts), and claims the PS4 outsold the Xbox One by nearly a 2:1 margin in the U.S. in January.
Though it hasn't received half as much ink as Samsung's Galaxy S5, Sony's new Xperia Z2 flagship Android phone is receiving positive hands-on reviews at the Mobile World Congress.
The Z2, which launches six months after the Xperia Z1, sports a 20.1MP camera (supports 4K video recording), a 5.1"" 1080p display, and a quad-core, 2.3GHz., Qualcomm Snapdragon 801 processor.
Sony has also launched the Xperia Z2 tablet (10.1"" 1080p display), and the mid-range M2 smartphone (4.8"" 960x540 display).
CEO Kaz Hirai, fresh off announcing moves to unload Sony's PC and TV ops, insists once more his company has no plans to sell/spin off its entertainment ops, as Dan Loeb would like. ""I’m not entertaining even the notion of selling our entertainment assets.""
 "
